monthly_income,house_rent,emi,electricity,mobile,internet,card,others_bill,taxes,groceries,health,pub_tran,pri_tran,others
393894,116946,86348,1302,871,519,21169,1247,78778.8,8120,4671,809,3785,1034
242750,69918,7529,3285,360,504,4574,430,48550,7529,12765,824,1004,9085
245806,63155,20653,2222,377,390,33158,1379,49161.2,9357,10774,1765,463,568
390298,67321,56921,4052,886,4,47678,1450,78059.6,11154,5337,850,1548,9950
193305,45798,27860,4437,602,768,12699,1415,23196.6,3329,6643,447,1518,104
54738,11735,13654,4002,915,366,1281,221,3284.28,17208,4404,1659,1629,3664
43397,7727,2108,3492,636,840,4964,1126,2603.82,13716,9447,216,3033,8812
354333,82215,69483,4134,817,491,16890,317,70866.6,6202,1665,830,1165,2902
348511,43013,7899,4738,623,757,34490,759,69702.2,7788,1279,529,4388,2054
212332,35365,13372,4727,810,465,14231,1697,42466.4,19632,10155,116,346,2689
392729,82600,37682,3827,979,234,17341,1799,78545.8,15697,11984,238,449,9409
348763,96099,67799,5856,940,361,38626,1560,69752.6,18443,2694,1625,705,2709
121453,33092,26188,640,639,521,6437,1689,14574.36,5213,6835,940,4768,4343
29816,7952,3815,2688,525,241,762,1242,1788.96,2117,13088,1299,2945,3968
445456,92403,29295,3787,380,441,5949,1461,89091.2,8823,9280,1025,3041,1633
409492,45382,66113,2000,851,832,46784,765,81898.4,2285,8523,1855,3327,8228
255011,760,15029,5683,374,187,30386,726,51002.2,10210,9653,797,1530,6794
351674,24142,49574,1533,624,403,6621,1192,70334.8,19389,449,661,2220,4668
426715,110189,101067,2870,726,825,43571,1615,85343,8745,1265,763,3251,4749
491792,107532,64934,5863,769,426,61037,71,98358.4,7689,1196,617,2901,6727
381000,17290,30066,2598,229,412,2889,1598,76200,7109,430,374,4734,9808
223567,364,17613,437,794,513,17726,989,44713.4,9207,12366,289,3758,878
81635,24153,15645,3098,835,153,5514,455,4898.1,13528,10301,1148,4742,3334
379947,19797,85096,3230,725,202,39983,1098,75989.4,10312,9219,162,1164,2638
226184,32535,8945,4220,359,216,28656,1286,45236.8,12861,11553,893,3954,1448
308090,46300,29418,4482,446,481,9828,1492,61618,8507,603,196,2715,739
327348,47176,49874,2133,759,314,28085,609,65469.6,16540,10630,1848,4524,5325
192958,16105,46622,2439,321,616,23002,596,23154.96,17181,4276,526,3767,6845
474868,139011,17130,507,238,0,15281,836,94973.6,4593,4163,1318,3547,7971
287707,79472,68248,2533,375,765,31471,1841,57541.4,7949,3652,1486,4606,1150
102324,9261,17091,2150,292,502,7753,938,12278.88,8473,8246,1563,4977,7245
233536,15863,15857,1987,857,798,8741,889,46707.2,16996,8156,11,3970,352
242944,10447,41394,2503,840,805,2005,784,48588.8,7336,4422,194,277,5689
281991,46940,49635,2508,203,277,27141,1684,56398.2,14964,5964,1289,4605,5878
36155,3081,1533,5904,345,193,758,517,2169.3,4579,14912,867,3284,4283
351815,103752,82089,5922,878,942,49475,1644,70363,11324,11237,1798,4580,4686
126891,19642,17404,1150,638,768,7364,1222,15226.92,18582,13062,1706,4375,229
355454,96798,72629,2503,994,761,10117,842,71090.8,2401,8631,336,3893,320
470494,7928,13156,3990,447,247,1823,1361,94098.8,14471,13954,275,912,2533
159381,19317,13785,3655,579,87,20005,37,19125.72,2016,11501,814,3769,9587
141691,25017,25271,2909,686,433,1138,318,17002.92,16491,7917,752,3404,3738
486410,79064,14694,523,728,419,34488,639,97282,3044,12766,1517,190,6662
453324,119694,36114,4074,824,252,49875,139,90664.8,7230,11614,1268,1387,9815
44707,13313,4013,1711,649,428,6631,1271,2682.42,11267,6913,1051,1394,8384
423553,1559,57230,4692,773,163,2412,917,84710.6,9440,9079,1227,3495,6987
353681,50893,32799,622,990,494,13795,1794,70736.2,19189,13901,785,3146,808
207576,15167,24752,1811,355,161,766,1682,41515.2,14672,8754,312,4324,1833
188686,15343,11156,2386,286,506,13119,426,22642.32,17264,4469,364,347,4514
232500,38598,10304,4900,557,264,11573,854,46500,11054,5150,946,3701,6024
363299,7523,40645,5956,428,971,43120,1218,72659.8,13351,11606,1060,4558,816
272425,49777,38938,5761,594,109,9485,214,54485,11646,2504,971,1175,6549
168492,28439,12078,2587,826,851,4017,1912,20219.04,4628,2347,1415,839,2363
484112,116378,91614,986,420,899,37038,1776,96822.4,11385,2734,1789,4805,2426
180102,15524,2315,2317,590,718,23570,644,21612.24,12345,9763,871,3039,894
404274,13285,92756,1768,377,318,46282,540,80854.8,18705,2792,616,434,6017
227285,10973,31731,4223,276,131,24512,1633,45457,6203,3637,1019,987,2974
348404,22694,12420,5135,419,132,28797,875,69680.8,13233,5471,1266,1913,7205
169476,35774,18312,1296,969,393,9186,388,20337.12,8718,2829,99,3325,4740
244554,4302,21395,2834,909,619,22781,1452,48910.8,19934,6997,965,3008,2247
170928,50240,40301,3112,636,683,1851,1717,20511.36,2237,14781,1782,285,571
150272,22391,15317,5830,697,551,6910,151,18032.64,11224,8487,43,4039,5727
336322,4611,48225,922,304,803,3871,1126,67264.4,12575,8730,64,1575,1145
306141,9372,22854,4124,806,34,14627,1428,61228.2,2120,9869,1201,628,3299
428827,24312,70780,3083,921,570,19607,1311,85765.4,13272,1307,1170,3597,5664
129273,14080,30929,4693,168,704,12486,746,15512.76,18567,7840,560,4651,6751
182307,15082,40922,1375,574,721,9414,132,21876.84,13923,4420,1090,4827,3345
258500,20874,57103,603,207,371,25516,1469,51700,15176,2587,995,4769,5379
176129,8378,24054,5707,572,30,11443,1425,21135.48,15056,850,1370,166,6315
142311,1597,18588,963,924,173,6361,741,17077.32,17355,5828,45,2691,6381
244746,11600,44590,3246,697,816,20300,1058,48949.2,2329,11910,1093,1434,1394
255546,3747,34660,5537,872,389,7487,1893,51109.2,12710,7015,1437,4393,7777
206733,13879,7018,4294,993,709,2070,591,41346.6,6917,1636,1956,3210,2160
136945,13017,10621,2292,809,105,8828,866,16433.4,15329,3557,1882,2933,4260
55272,7432,3093,3795,251,274,4806,753,3316.32,19687,3357,1477,4950,9696
361537,24714,973,2994,225,95,6842,343,72307.4,9381,4434,620,3377,3471
333356,18890,58786,4604,729,681,43336,483,66671.2,17635,12920,872,564,7909
156470,4725,37097,3498,215,29,20059,1668,18776.4,15308,9371,208,1667,3978
130030,20684,23099,5712,964,793,7861,1544,15603.6,18266,11568,1838,1350,6770
328647,91861,34245,818,883,898,48866,387,65729.4,11544,14613,989,589,6744
409854,57911,65211,4733,300,160,31430,1788,81970.8,7838,11170,1230,2940,8495
16570,0,770,2169,935,305,1258,544,994.2,4747,903,380,2892,7122
340929,95918,71980,4110,586,926,39467,858,68185.8,8580,10817,1106,453,71
19110,0,305,1212,939,622,2635,917,1146.6,18389,6253,285,3706,5765
89141,6131,16385,4234,217,723,5772,698,5348.46,9648,1411,871,3592,5378
22115,5069,270,5202,384,195,2741,1034,1326.9,3663,11147,1480,2237,9238
49062,8831,11406,3488,864,607,4214,580,2943.72,17885,9806,1658,994,3768
295055,62894,5972,1615,894,337,37927,1161,59011,2385,10277,417,882,1664
114061,12612,15295,5690,824,137,259,130,13687.32,7651,14097,1261,559,7938
304700,78627,65488,3528,247,789,19380,1422,60940,13113,5198,345,4441,8982
481347,52137,57055,871,158,446,24192,1274,96269.4,9439,8331,365,579,7835
400479,559,64366,3555,653,309,53253,1658,80095.8,17554,7659,356,859,7151
11969,0,2739,2771,910,178,310,365,0,4973,10582,60,1434,594
315897,37361,7702,5435,639,336,41025,420,63179.4,8614,14318,383,2930,5004
486027,80720,84834,5321,576,233,15733,423,97205.4,17462,1261,1186,2374,1261
407686,15261,21540,397,376,248,28653,1808,81537.2,9160,1259,1769,1336,4380
131863,20372,32040,4333,902,131,19162,1939,15823.56,18598,8506,577,4449,6518
282369,55355,65252,1939,736,248,15593,1778,56473.8,8220,8905,12,1014,2432
133008,32140,31000,5142,166,804,12316,1923,15960.96,16719,11478,571,695,5690
164268,33024,29805,5841,712,454,16180,161,19712.16,12029,12059,1130,4617,4544
115823,32544,2599,5726,377,498,16032,94,13898.76,16230,8702,362,3015,9417
285813,37,56165,4327,855,62,34434,1185,57162.6,2836,10181,1288,4351,4305
440596,41420,58855,560,941,818,57173,834,88119.2,6600,13737,1940,3750,7710
396542,114234,18,5658,387,391,5714,1819,79308.4,14182,1044,1960,3814,4417
120677,31707,858,1235,530,256,6043,1384,14481.24,6558,3459,1131,4880,5378
256958,34600,25992,2097,932,247,7522,1252,51391.6,13398,4320,832,4177,3757
58320,15517,5380,631,536,263,3797,1139,3499.2,4986,9173,467,1249,7595
450630,89520,35800,4510,818,466,11553,220,90126,3213,10928,688,994,9432
156649,5167,18915,567,403,848,10310,462,18797.88,5429,7607,836,1346,3240
135354,432,12943,2359,457,360,3760,1955,16242.48,2368,5712,267,843,4620
98009,4151,4863,372,971,950,13400,930,5880.54,10363,13688,234,675,4617
267437,71947,61457,5411,463,879,8368,680,53487.4,13333,12861,916,162,5553
458625,96324,18836,3221,450,392,53192,1338,91725,10911,874,1852,4213,6566
38625,1751,2846,2753,267,178,1312,1353,2317.5,8713,9676,1647,2671,8143
222112,54149,40832,4188,994,911,31536,656,44422.4,14970,4531,1830,858,938
296233,87640,11394,477,199,948,29246,285,59246.6,5327,1685,214,411,340
46487,7616,6622,2299,939,505,3999,1205,2789.22,19829,13144,455,1849,7977
469054,65792,110599,1071,713,826,44007,819,93810.8,10347,9925,1301,2514,4474
238071,33439,25280,1245,330,812,8722,455,47614.2,13448,2316,601,570,7556
382592,33257,77318,4795,692,498,47381,918,76518.4,6808,11412,338,3108,4622
498011,51248,1159,569,476,676,11609,274,99602.2,17320,5570,824,3175,905
322282,83602,70162,2155,652,602,44610,36,64456.4,5673,7030,718,3819,4608
183895,45371,23440,1955,645,833,1261,442,22067.4,17596,934,1188,3621,6473
440424,34743,102026,4052,395,703,19270,874,88084.8,3881,7697,1064,993,7518
326205,68752,77166,2833,751,291,21326,1059,65241,9612,3767,1236,4110,4123
433875,79803,52712,4454,692,587,56195,67,86775,3526,1220,114,1167,5156
111376,9581,11274,2989,251,817,13192,1433,13365.12,6030,13061,1484,822,5978
435106,70051,47656,5282,379,98,24354,359,87021.2,8992,10334,1158,4345,5685
351278,22076,6589,4661,537,606,15983,1144,70255.6,3817,6692,1368,387,6774
319199,75312,48241,2422,758,180,38639,1690,63839.8,10694,6359,32,2798,4490
253341,2963,59059,3461,728,952,18162,716,50668.2,12090,408,514,3366,8484
291652,72322,23233,804,853,402,37528,1981,58330.4,2456,7410,1574,46,9464
445503,104504,35011,2704,360,665,50739,1981,89100.6,6787,9365,1375,603,7829
482132,105649,8177,2501,798,373,28128,947,96426.4,9027,7027,744,3760,969
168056,32813,34528,3589,579,867,24976,1579,20166.72,11157,2128,931,1061,6699
120169,1193,16202,4881,488,835,13064,481,14420.28,16211,5134,1012,1085,1668
280269,60686,61351,5959,333,623,20021,288,56053.8,10448,12437,679,4668,2302
46059,4512,9988,1453,205,682,1214,1901,2763.54,19541,10007,499,480,3279
472785,117907,56831,4461,911,252,66683,89,94557,19335,1923,1521,1031,1207
113409,8983,19059,2727,431,894,5550,211,13609.08,11963,10833,1302,3877,8594
420303,636,23508,1636,721,862,23769,574,84060.6,17231,11078,1473,1129,1038
15704,0,1685,706,277,121,2348,1095,942.24,16679,14915,1759,4387,2354
463792,64591,80501,3778,866,441,60486,847,92758.4,6521,13388,301,2004,5272
214456,13025,3236,4344,875,716,16328,1988,42891.2,13400,7674,1541,2615,9184
228200,11351,15611,576,788,244,9065,289,45640,2848,13518,838,3628,7860
121279,30171,22282,3780,657,638,8565,366,14553.48,10973,10461,823,531,3243
475676,81678,41003,2661,733,490,1194,26,95135.2,7987,8927,1300,4030,5619
168280,7773,15829,2896,365,870,6487,419,20193.6,7292,8773,608,1898,805
128516,28466,8680,5668,239,826,12588,899,15421.92,2288,10799,1103,203,5165
488366,10778,118964,2268,463,45,5615,1385,97673.2,15473,7106,1474,1736,4198
207096,12501,11340,760,382,451,7458,1588,41419.2,18706,13661,793,334,8942
443098,112713,96629,2746,894,295,15084,1777,88619.6,9850,3262,254,3073,8815
429139,2108,86643,4039,724,747,8016,1478,85827.8,4782,10602,1688,1235,2875
386188,94905,74684,1882,396,140,31156,804,77237.6,14454,6325,1870,3981,3835
242549,36382,43074,5351,591,632,26725,611,48509.8,14372,11579,1237,4238,9110
39165,9434,5644,3817,284,872,2057,471,2349.9,14075,9598,106,2140,3610
77203,10251,17499,5102,151,520,11304,1614,4632.18,16208,6077,1124,4217,1492
494965,23341,18165,4498,310,65,18801,1969,98993,2864,5450,624,724,7457
276258,77214,18260,2675,289,482,35600,368,55251.6,6553,5686,1391,393,5441
468181,119967,54515,3039,453,308,37246,1349,93636.2,10055,6193,1727,1463,9012
46321,13288,8532,1271,609,459,6470,409,2779.26,18755,4238,692,4980,6792
345441,69868,30480,1625,970,592,37386,1625,69088.2,7337,8666,561,1972,3895
368796,12002,52527,452,863,771,14142,1911,73759.2,14546,4721,1052,2297,6495
371448,85820,59789,3908,274,893,17393,1526,74289.6,3997,14020,356,2873,8777
255014,59949,51902,4260,496,397,3778,1048,51002.8,9815,12405,402,3301,2773
166498,15700,32191,3406,743,468,941,160,19979.76,9537,3599,1639,4564,900
27772,7939,2144,5352,473,616,3603,1218,1666.32,18040,7070,1118,1890,160
375898,27610,75082,3386,556,391,36748,1736,75179.6,16136,7259,1593,4587,9140
275856,72499,36044,5525,618,96,15318,1444,55171.2,7460,4072,1165,4560,8016
404583,119256,49600,1029,313,189,37136,677,80916.6,14121,8781,1002,1785,3541
248389,73374,21921,4267,389,940,32671,1757,49677.8,16157,8662,124,2155,7122
125142,12243,16008,4469,362,859,1250,1818,15017.04,4531,12556,1934,1085,1724
101736,27939,4172,5251,298,194,7009,12,12208.32,13547,3221,1086,2104,930
61924,1845,13183,4302,733,957,2319,1430,3715.44,6443,656,768,958,3307
13726,0,548,2632,252,333,1814,1986,0,16676,8737,1395,2179,594
361296,102416,74525,1873,332,82,22922,1878,72259.2,3397,11943,203,1101,6377
37723,7069,3496,3568,654,250,3195,1378,2263.38,15293,3527,319,4967,4635
399113,118498,13740,4675,845,69,2957,1269,79822.6,18165,6118,138,3962,8324
244182,1509,30180,5182,674,291,22722,87,48836.4,19825,13261,1198,995,9708
372638,89493,13102,985,529,339,13894,438,74527.6,4880,3656,1800,1185,1385
150180,34346,15357,4188,893,384,3274,420,18021.6,6377,5466,1515,1831,7760
218786,46874,51334,1879,811,699,25632,1675,43757.2,3266,9942,608,526,3754
45643,9764,3326,1268,924,457,2258,1845,2738.58,4837,4073,1205,2866,4589
172396,31533,25221,4037,173,140,15088,1279,20687.52,11646,13447,629,1043,8465
376040,108144,63265,2333,850,139,35816,1299,75208,11198,13850,1946,1684,4616
224432,1359,719,5561,282,74,2939,1681,44886.4,6828,5401,737,1239,1715
149999,24532,17906,1067,199,99,11670,1030,17999.88,18611,10399,496,2057,3082
365824,60313,23140,945,844,656,41500,499,73164.8,13249,3957,1152,99,3523
368690,20344,55779,4421,175,174,29606,245,73738,18497,9466,1545,1416,7681
425659,118499,1069,1379,799,820,61572,345,85131.8,4151,12432,1676,2773,7569
89973,4242,21946,936,160,732,8615,1227,5398.38,18811,2514,668,1961,2404
335593,20601,73285,4625,957,322,9049,1505,67118.6,6598,3762,1646,100,437
119834,19116,12935,2400,251,476,11028,1775,14380.08,19340,5145,1284,3075,9226
246386,56985,37655,400,160,9,34520,479,49277.2,10336,12979,1994,4246,6390
479959,101013,119362,5886,261,45,29587,1117,95991.8,9888,11422,1076,2089,1473
463449,30782,44035,4217,755,850,56599,897,92689.8,16008,10224,1114,4053,9131
297681,49819,27937,5199,921,628,18050,1333,59536.2,14965,13484,1273,961,344
349720,84416,18540,1168,919,515,1863,519,69944,16916,7815,1702,3700,7401
117522,3499,7944,4397,316,312,4461,1952,14102.64,8692,6600,1784,2963,146
32612,9636,7742,321,870,237,2413,429,1956.72,4282,2256,1251,3945,4678
235049,8080,12747,2925,556,805,2118,169,47009.8,16410,12398,435,3607,3725
278615,33957,36907,2203,194,907,12613,118,55723,7739,4616,730,3307,8448
176703,13908,15221,2876,991,30,5626,757,21204.36,14219,12859,1770,4219,6944
250069,47482,54781,4409,866,509,27467,1663,50013.8,4342,14296,614,2560,7329
233131,38314,7087,4914,508,129,7358,1757,46626.2,16494,10762,1581,1418,8079
41348,2685,5078,3593,703,752,1070,62,2480.88,7872,1566,1112,2718,3934
205804,9385,22789,2235,434,384,18137,1140,41160.8,18430,7624,294,4625,4216
273321,15831,56023,915,549,592,26712,108,54664.2,8047,4161,855,185,2237
145832,20125,33400,5357,600,24,6360,745,17499.84,8506,9563,1065,4598,8210
304923,62451,2199,2750,761,260,44447,1516,60984.6,9500,2439,687,2832,7067
293780,45708,47316,3884,593,559,31572,716,58756,6709,9307,1566,4207,6090
91889,17682,11255,586,537,397,11133,1623,5513.34,3187,5443,582,3083,6938
63551,4102,5353,3618,505,563,4265,416,3813.06,9028,13715,472,3409,9936
414772,82824,52062,2223,933,329,34156,1348,82954.4,6265,9752,1493,2027,6054
430814,35794,71609,5510,574,148,29927,891,86162.8,18977,284,74,2451,8687
152635,39477,16744,5221,155,408,11591,1263,18316.2,11862,5231,1816,2565,8780
56819,5969,10559,3073,703,610,3718,709,3409.14,4870,9887,978,351,4423
345914,2620,55517,2390,590,578,6914,1539,69182.8,2511,8037,387,1993,8216
494271,53024,98231,5493,505,721,38289,617,98854.2,7451,14942,1752,1147,8872
430182,9677,48865,3101,914,759,50162,1642,86036.4,7322,1758,1505,4972,7803
222781,44111,8401,1292,737,118,10875,251,44556.2,5010,5439,539,2920,9485
463105,17824,77195,1884,703,433,425,1209,92621,12401,5375,975,2574,2003
168059,765,41890,2203,417,227,12216,737,20167.08,5745,12278,1,2910,6611
350858,45439,13894,1175,366,614,14743,1436,70171.6,13230,6744,1561,3479,297
199420,59782,29160,5129,213,800,6918,503,23930.4,18282,4809,839,4380,5022
34596,4092,3943,2185,591,239,216,1556,2075.76,2558,4657,1194,1873,2703
436390,12975,29272,443,840,912,39081,153,87278,8200,3999,1497,1491,6519
336250,74877,54021,2556,690,231,8801,223,67250,5705,232,421,4188,9743
473183,77870,90048,1422,424,965,12645,597,94636.6,8626,14528,1556,4644,3586
69182,16077,877,999,619,289,185,1576,4150.92,7264,1984,817,1727,4445
496516,81371,112079,4509,365,153,25300,845,99303.2,5225,11188,784,2142,7514
359307,26548,21179,570,962,681,13157,1441,71861.4,3404,13107,285,4498,2549
311454,90575,10691,362,715,158,9015,1508,62290.8,4697,8662,754,758,5355
328232,98066,81646,1307,741,624,10169,683,65646.4,15459,12263,810,354,4372
138803,38736,29845,3143,343,562,16273,1920,16656.36,7646,9777,1061,566,182
149978,40409,24967,5823,861,475,12966,1695,17997.36,13495,7017,124,4902,7768
309058,84101,28478,2572,162,547,28465,159,61811.6,2650,8835,314,97,522
382494,9834,55775,2282,371,12,17568,1074,76498.8,7597,11933,1594,3154,610
55379,3888,5088,2728,854,852,3608,1653,3322.74,7525,12262,43,321,4134
481828,840,40332,4024,545,506,37094,1303,96365.6,6497,14294,331,2945,8753
255900,31568,7066,4713,988,217,24019,171,51180,15971,8539,1566,2445,2843
268517,10846,39313,3055,901,754,16262,980,53703.4,5854,12081,1771,689,2067
440866,86038,67857,4034,419,734,2435,331,88173.2,3612,2718,164,3617,1702
450097,129789,45900,1592,447,719,734,1619,90019.4,6476,8934,1381,3318,1918
318557,74723,41098,5459,760,990,32925,1316,63711.4,12317,10697,1838,4005,1735
147084,7226,8294,4809,881,780,5304,1875,17650.08,12222,12756,762,4315,8126
191187,42147,46321,5641,993,221,19876,65,22942.44,4276,2225,1535,2709,211
279295,4311,62580,5700,765,287,32759,1293,55859,15463,8743,710,4905,2927
67716,11446,5333,4620,581,900,7764,1936,4062.96,5886,568,1478,1504,7025
365891,56888,25059,5876,557,523,17459,1367,73178.2,14191,14935,1954,741,5419
233725,41616,31248,1477,214,486,5122,270,46745,9650,13270,1242,1267,2984
177450,52134,40626,5772,806,698,14412,1084,21294,7587,6368,665,3038,6739
183724,25689,20703,5016,187,680,10053,688,22046.88,5753,7879,183,440,9464
213502,6083,38157,2920,177,804,8190,1889,42700.4,11311,4627,1406,2765,7176
154539,12598,3205,2836,438,323,23135,628,18544.68,12724,10979,1322,1288,8564
434226,82476,34929,5403,386,617,54287,1159,86845.2,19060,10544,402,1790,460
131999,26880,17848,2268,275,175,2964,1001,15839.88,5054,979,661,4951,1061
124793,2580,643,5617,533,938,13578,258,14975.16,17904,9875,440,2076,1493
457907,122834,80522,5695,475,860,46385,1279,91581.4,17744,7866,576,964,2171
467373,112148,11628,1495,234,40,37893,330,93474.6,19647,2685,378,425,3933
380321,57395,70089,3131,898,823,1133,1946,76064.2,5344,11649,673,827,3620
22289,1361,610,807,395,324,142,1416,1337.34,13309,11832,561,2470,1321
